ResponseID,Date_submitted,Last_page,Start_language,Seed,date_begun,date_lastaction,Are_you_a_stude.._,I_understand_th.._,I_understand_th.._,I_have_talked_t.._,focusgroup_participant,focusgroup_number,firsttime_completingsurvey,age,school_yesorno,gradeoryear,uni_program,goodatschool_important,adultwhocares_atschool,accepted_atschool,supportedatschool,safe_atschool,hwdsb_scale,pronouns,pronouns_dummy,brothers,numberofbrothers,sisters,numberofsisters,nosibs,sibs_comments,sibcount,postcode,postcode_povertycoded,postcode_covidcoded,white,southasian,chinese,black,filippino,latinx,arab,southeastasian,westasian,korean,japanese,other,politicalparty,politicalparty_other,green_veg,carrots_etc,other_veg,citrusandberries,other_fruits,fullfat_dairy,lowfat_dairy,eggs,nutslegumesandpulses,fishandseafood,processedmeats,other_meat,refined_grains,whole_grains,sweet_bakedgoods,fastfoods,ssbs,juiceandsmoothies,dietq_scale,foodsec1_percep,foodsec2_exp,dietary_restrictions,dietaryrestrictions_comments,worried,sad,pain,tired,annoyed,problemswschoolwork,problemswsleep,problemswdailyroutine,canjoinactivities,chudbehav_scale,chudfeelings_scale,chudbehavs_scale,chudfull_scale,precovid_cantril,covid_cantrill,cantrill_changewcovid,optimistic,useful,relaxed,dealingwproblemswell,thinkingclearly,feelingclosetoppl,decisive,edinborough_scale,bedtime_lastnight,bedtime_lastnight_numeric,bedtime_lastnight_simplified,coded_bedtimelastnight,wakeuptime_thisAM,wakeuptime_thismorn_numeric,wakeuptime_thisAM_simplified,lastnight_hoursslept,usualschoolbedtime,usualschoolbedtime_simple,usualweekendbedtime,usualweekendbedtime_simplified,usualweekendwakeuptime_simplified,usualweekendwakeuptime,usualweekend_hoursslept,usualsleepdisruptions,usualsleepdisruptions2,sleepscale,overallsleepchanges_covid,overallsleepqualchange_covidcoded,activity_yesterday_mins,activityyesterday_coded,walkruncycle,skate,sportsandgym,danceandmartialarts,domesticlabour,overallphysactivitychange_covid,overallphysactivitychangecovid_coded,personalcare_dailyroutine_mins,personalcarechange_covid,personalcarechange_covid,handwashing,handwashing_coded,handwashingchange_covid,vidwatching_freq,socialmed_freq,singleplayergames_freq,multiplayergames_freq,screensasdistractionchange_covid,paidjob_freq,volunteering_freq,leadershipandactivism_freq,heavyschoolwork_freq,books,magazines,audiobooksandpodcasts,friendsinperson,friendsonline,talktofamily_inhouse,talktofamily_outofhousehold,cook_bake,nature,art,creativewriting,playmusic,hobbies,gamesandpuzzles,anythingelseabouttimeuse,anythingunusualaboutthelastfewweeks,What_else_would.._,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,23-Dec-20,7,en,1669417431,23-Dec-20,23-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,3,2,2,2,3,12,She/her,0,0,,1,4,0,,1,L8P,L8P,L8P,1,1,0,0,0,1,0,0,0,0,0,mixed race,NDP,,1,1,1,1,2,3,3,4,2,2,0,0,2,2,-2,-2,-2,3,21,2,2,1,vegetarian and lactose intolerant,5,5,3,4,3,4,4,4,5,,20,17,37,1,1,0,2,2,2,2,2,1,1,12,Between 10 PM and 11:30 PM,22:45:00,-1.25,3,Later than noon,13:00:00,13,14.25,,,Later than 1:30AM,2,Later than noon,13,11,6,5,14,A lot more.,2,Fewer than 15,0,Never.,Never.,Never.,Never.,About once a week.,A lot less.,-2,Fewer than 15,A lot less.,-2,More than 10 times per day.,4,About the same.,More than once a day.,At least once an hour.,Every day or almost every day.,Once every few weeks.,A lot more.,0,0,0,Once every few weeks.,1,1,1,0,2,0,3,4,1,1,3,3,1,1,Spending my time being productive is very hard due to having a painfully low attention span and anxiety. ,It's been difficult because I live by myself and it's difficult to always support myself. I've experienced a falling out which has ruined my mood and lacking in person support from friends makes it harder.,I've been wanting to get an emotional support cat to help with anxiety and depression. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,23-Dec-20,7,en,1969109736,23-Dec-20,23-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate, but I'm under 16.","YES, my parent or guardian has said I'm allowed to fill out this survey.","NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,,,,,,,,,,He/him,1,1,1,1,1,0,,2,L8M,L8M,L8M,0,0,0,1,0,0,0,0,0,0,0,,DontKnow,,2,2,2,2,2,3,3,4,2,2,-2,3,2,2,-2,-1,-1,0,25,0,0,0,,1,4,3,4,5,1,2,1,5,,17,9,26,8,8,0,1,2,5,3,3,4,5,23,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 8 AM and 9 AM,8:30:00,8.5,7.5,Between 9PM and 10PM,-2.5,Between 12:30AM and 1:30AM,1,Between 8AM and 9AM,8.5,7.5,1,2,8,A lot more.,2,30-60,2,Once every few weeks.,Once every few weeks.,More than once a day.,Every day or almost every day.,Every day or almost every day.,A little bit less.,-1,Fewer than 15,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,About the same.,More than once a day.,A few times a day.,Never.,Never.,A little bit more.,0,1,0,Never.,1,0,1,1,2,1,1,5,2,0,0,0,5,0,Being by my self,No,Nothing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24-Dec-20,7,en,1722933542,24-Dec-20,24-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,19,"YES, I go to school",ps1,,,,,,,,She/her,0,0,,1,2,0,,1,L8E,L8E,L8E,1,0,0,0,0,0,0,0,0,0,0,,NDP,,2,1,2,3,2,4,0,2,2,1,-2,4,2,2,0,-1,-3,4,25,1,0,,,1,1,2,3,2,1,3,3,4,,9,11,20,5,7,2,3,3,2,4,4,4,2,22,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,4,5,15,A little less.,-1,60+,3,Once every few weeks.,Never.,Never.,Once every few weeks.,About once a week.,About the same.,0,15-30,A little bit more.,1,More than 10 times per day.,4,A lot more.,Every day or almost every day.,A few times a day.,Every day or almost every day.,A few times a week.,A little bit more.,3,0,0,Every week.,2,0,0,0,4,4,2,0,2,3,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,25-Dec-20,7,en,98062350,25-Dec-20,25-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate, but I'm under 16.","YES, my parent or guardian has said I'm allowed to fill out this survey.","NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,4,4,4,4,20,She/her,0,1,4,0,,0,,1,L8V,L8V,L8V,1,0,0,0,0,0,0,0,0,0,0,,NDP,,2,0,0,0,2,2,3,0,0,0,-3,3,2,3,-2,-2,-3,0,7,0,0,0,,1,3,1,2,2,1,2,1,1,,9,5,14,9,5,-4,4,3,4,4,3,4,4,26,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 11:30PM and 12:30AM,0,Between 12:30AM and 1:30AM,1,Between 11AM and noon,11.5,10.5,4,2,12,A lot more.,2,60+,3,Every day or almost every day.,Never.,Never.,Every day or almost every day.,A few times a week.,A little bit more.,1,30-60,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Once every few weeks.,Once every few weeks.,A lot more.,0,0,1,Every week.,1,0,0,3,4,5,3,0,0,0,0,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,25-Dec-20,7,en,1365086992,25-Dec-20,25-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate, but I'm under 16.","YES, my parent or guardian has said I'm allowed to fill out this survey.","NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",11,,4,3,3,3,2,15,NB,0,1,1,0,,0,,1,L8E,L8E,L8E,1,0,0,0,0,0,0,0,0,0,0,,NDP,,1,2,3,3,3,3,4,4,2,1,-2,3,2,1,-3,-1,-2,3,27,0,0,0,,4,3,2,4,1,3,4,3,3,,14,13,27,8,4,-4,3,2,2,2,2,3,2,16,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,1,4,11,A little less.,-1,Fewer than 15,0,A few times a week.,Once every few weeks.,Once every few weeks.,A few times a week.,A few times a week.,A little bit less.,-1,30-60,A little bit more.,1,6-10 times per day.,2,A little bit more.,Every day or almost every day.,At least once an hour.,Once every few weeks.,Once every few weeks.,A lot more.,3,1,2,Most weeks.,2,1,0,2,4,4,3,3,3,2,3,4,1,2,My relationship with my family has become a lot more hostile and tense.,"I started going to bed earlier, around 11:30, whereas before at the beginning of lockdown I would go to bed around 2:30 every night. I'm also in a long distance relationship so I spend a lot of time online talking to him.","I'm a lot more sad and panicky, and I've been needing a lot of therapy. I've had depressive episodes for 5 years but this one is really bad and annoying ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,26-Dec-20,7,en,1275935565,26-Dec-20,26-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,,,Yes,17,"YES, I go to school",12,,4,3,,4,4,15,He/him,1,0,,1,1,0,,1,L8L,L8L,L8L,0,0,0,1,0,0,0,0,0,0,0,,NDP,,2,2,2,2,2,3,2,2,2,0,0,4,2,0,-3,-2,-1,0,19,0,0,0,,2,1,1,3,1,1,3,2,1,,8,7,15,8,6,-2,5,4,4,3,4,2,2,24,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Later than 1:30AM,2,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,1,4,11,About the same.,0,15-30,1,A few times a week.,Never.,A few times a week.,Once every few weeks.,A few times a week.,A lot less.,-2,30-60,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,About once a week.,More than once an hour- I've already done this at least 3 times while filling out this survey.,More than once a day.,Every day or almost every day.,A lot more.,2,3,4,Every week.,0,0,3,1,2,5,2,1,1,1,0,1,1,2,Before the lockdown I played on multiple sports teams. Now I don't do any activities.,,"I know value my local parks where I played soccer with others ( corktown park, chs turf)
I know ride sobi bikes more often",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,26-Dec-20,7,en,960861859,26-Dec-20,26-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,19,"YES, I go to school",ps2,,,,,,,,She/her,0,1,1,0,,0,,1,L8L,L8L,L8L,0,0,0,1,0,0,0,0,0,0,0,,NDP,,3,1,1,3,1,4,2,2,1,0,0,4,2,1,-1,-1,0,2,25,0,0,0,,2,3,1,1,1,1,3,2,4,,8,10,18,9,4,-5,5,3,5,3,4,4,5,29,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 11:30PM and 12:30AM,0,Between 12:30AM and 1:30AM,1,Between 11AM and noon,11.5,10.5,4,2,12,A little more.,1,Fewer than 15,0,A few times a week.,Never.,A few times a week.,A few times a week.,About once a week.,About the same.,0,30-60,About the same.,0,6-10 times per day.,2,A lot more.,A few times a week.,At least once an hour.,Once every few weeks.,About once a week.,A lot more.,3,0,2,Every week.,0,0,0,1,4,5,4,4,2,1,0,5,2,1,Nope,No,"It has been challenging being at home, however I am an RA so I was able to go back to school this semester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,26-Dec-20,7,en,1069738668,26-Dec-20,26-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,18,"YES, I go to school",ps1,BTech Automation Engineering,,,,,,,He/him,1,0,,1,1,0,,1,L8T,L8T,L8T,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,1,1,2,2,2,2,2,4,0,0,-2,3,0,0,-1,-1,0,4,19,0,0,0,,1,1,1,3,2,1,1,1,3,,8,6,14,8,6,-2,3,4,4,4,4,5,5,29,Later than 1:30 AM,2:00:00,2,6,Between 8 AM and 9 AM,8:30:00,8.5,6.5,Between 12:30AM and 1:30AM,1,Between 12:30AM and 1:30AM,1,Between 11AM and noon,11.5,10.5,3,2,11,A little more.,1,Fewer than 15,0,Never.,Never.,About once a week.,Never.,A few times a week.,A little bit less.,-1,15-30,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,About once a week.,Every day or almost every day.,A lot more.,3,0,0,Every week.,0,0,0,4,4,5,2,2,1,1,0,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,5,en,1905268420,28-Dec-20,28-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,,,Yes,19,"NO, I don't go to school (e.g. I'm taking a gap year or I've dropped out)",gap,,,,,,,,She/her,0,1,4,0,,0,,1,L8G ,L8G ,L8G ,1,0,0,0,0,0,0,0,0,0,0,M诈tis ,DisagreewAll,,3,3,3,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,22,1,1,1,"allergies, shellfish, fish, peanuts",4,4,5,5,2,4,4,4,5,,20,17,37,5,3,-2,2,2,2,3,3,3,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,29-Dec-20,7,en,1591267880,29-Dec-20,29-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,2,2,4,1,3,12,He/him,1,1,3,1,1,0,,2,L8K,L8K,L8K,0,0,1,0,0,0,0,0,0,0,0,,DisagreewAll,,0,0,0,2,1,0,3,2,0,0,-3,4,2,0,0,0,0,0,11,0,0,0,,3,3,2,4,2,3,3,2,5,,14,13,27,5,4,-1,3,2,4,2,3,1,2,17,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 9AM and 10AM,9.5,7.5,1,4,11,A lot less.,-2,,,A few times a week.,Never.,Never.,Never.,A few times a week.,A little bit less.,-1,Fewer than 15,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,More than once a day.,Less than once a day.,Every day or almost every day.,Never.,A little bit more.,3,0,0,Every week.,5,0,1,0,1,4,2,1,0,0,0,3,0,0,"My classes even if there isn't work to be done/I'm done work I still have to be in the sessions. This is negativly affecting me mentally, as I this neans I'm 'at' school during weekdays, and I work weekends. This makes me feel like I have no real time to myself.","Reently one of my brother's co-worker got tested positive, so it was stressful waiting for his test results. It was negative. Christmas occured and I had some enjoyment from that, but the 26th is also my late mother's birthday.","I have a pet cat which I've grown more fond of. I also have two dogs that I'm growing distain for, one dog barks often, and the other pees everywhere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,30-Dec-20,7,en,703490130,30-Dec-20,30-Dec-20,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate, but I'm under 16.","YES, my parent or guardian has said I'm allowed to fill out this survey.","NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,12,"YES, I go to school",7,Grade 7,,,,,,,NB,0,1,1,0,,0,,1,L8R,L8R,L8R,1,0,0,0,0,0,0,0,0,0,0,,LIB,,0,1,0,1,1,3,1,2,0,1,0,4,0,0,-2,-3,-3,0,6,1,1,1,pollotarian,3,2,2,4,1,1,3,2,2,,12,8,20,7,2,-5,2,3,3,1,4,4,5,22,Later than 1:30 AM,2:00:00,2,6,Between 7 AM and 8 AM,7:30:00,7.5,5.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,5,5,16,A lot less.,-2,Fewer than 15,0,Once every few weeks.,Never.,Never.,More than once a day.,A few times a week.,A lot less.,-2,15-30,A little bit less.,-1,More than 10 times per day.,4,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Every day or almost every day.,A few times a week.,A little bit more.,0,0,2,Every week.,4,0,1,1,0,5,5,1,1,3,0,5,0,3,,"Someone in my class got Covid-19 a few weeks ago and that really put everything in perspective for me, now that someone I know got it, it makes me realize that I could to, or my family could too.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,03-Jan-21,7,en,555803837,03-Jan-21,03-Jan-21,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,,,Yes,19,"YES, I go to school",ps1,,,,,,,,She/her,0,0,,1,1,0,,1,L9C,L9C,L9C,1,0,0,0,0,0,0,0,0,0,0,,DisagreewAll,,1,2,2,2,1,1,4,2,0,1,-2,4,2,1,-2,-2,-4,2,15,1,0,1,no acidic foods,5,5,3,5,3,2,4,3,2,,21,11,32,7,3,-4,3,3,3,2,3,4,3,21,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Before 7 AM,6:00:00,6,5,Between 10PM and 11:30PM,-1.25,Between 11:30PM and 12:30AM,0,Between 9AM and 10AM,9.5,9.5,6,5,16,About the same.,0,Fewer than 15,0,A few times a week.,,A few times a week.,Once every few weeks.,A few times a week.,A little bit less.,-1,30-60,A little bit more.,1,3-5 times per day.,1,A lot more.,Once every few weeks.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Once every few weeks.,,A little bit more.,3,1,1,Most weeks.,1,1,0,3,4,5,3,3,3,2,2,5,1,0,Lots of facetime,No,Mental health has been very difficult. I have borderline personality disorder and my moods go from zero to 100 then zero then 100. It's been hard. ,,,,,,,,,273.26,,,,,,,,,,,,,,,,,510.56,,,,,,,,,,,,,,,,,,,,,,97.67,,,,,,,,,,118.11,,,,726.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.04
72,03-Jan-21,7,en,1673999579,03-Jan-21,03-Jan-21,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,19,"YES, I go to school",ps2,Biochemistry,,,,,,,He/him,1,1,3,1,1,0,,2,L8S,L8S,L8S,1,0,0,0,0,0,0,0,0,0,0,,LIB,,3,3,3,3,3,2,3,4,0,0,0,3,2,3,0,-1,0,0,31,0,0,0,,1,1,2,2,2,1,1,1,1,,8,4,12,8,7,-1,4,4,4,4,4,3,4,27,Between 10 PM and 11:30 PM,22:45:00,-1.25,3,Between 8 AM and 9 AM,8:30:00,8.5,9.75,Between 10PM and 11:30PM,-1.25,Between 11:30PM and 12:30AM,0,Between 10AM and 11AM,10.5,10.5,2,2,7,About the same.,0,60+,3,Every day or almost every day.,Never.,A few times a week.,Never.,Every day or almost every day.,About the same.,0,30-60,A little bit less.,-1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,A few times a week.,At least once an hour.,A few times a week.,Never.,A lot more.,2,1,0,Every week.,3,0,2,3,2,,3,5,4,1,1,4,3,0,"Just to clarify, I said no answer to talking to family members in the same house because I live in a student house away from family. I do talk the people in my house everyday.",I'm 2/3 weeks into my winter break so I haven't had the stress of school. Usually school takes a large toll on my mental health.,"Since I haven't been able to be around people all that much, I've had to look inwards a lot. As bad as isolation has been, I've become a lot better at being introspective and working on improving myself (at least I think)",,,,,,,,,410.39,,,,,,,,,,,,,,,,,236.11,,,,,,,,,,,,,,,,,,,,,,140.79,,,,,,,,,,134.79,,,,526.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.41
73,05-Jan-21,7,en,945362348,05-Jan-21,05-Jan-21,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"YES, I am part of a CanTec-19 focus group",4,Yes,18,"YES, I go to school",ps1,,,,,,,,NB,0,1,2,1,1,0,,2,L9C,L9C,L9C,1,0,0,0,0,0,0,0,0,0,0,,NDP,,2,2,3,1,1,3,3,0,1,2,0,3,2,0,-2,0,-4,0,17,0,0,0,,3,5,4,5,3,1,1,4,4,,20,10,30,5,3,-2,2,2,4,1,3,1,3,16,Later than 1:30 AM,2:00:00,2,6,Between 7 AM and 8 AM,7:30:00,7.5,5.5,Between 10PM and 11:30PM,-1.25,Later than 1:30AM,2,Between 7AM and 8AM,7.5,5.5,1,1,8,A lot more.,2,Fewer than 15,0,Once every few weeks.,Never.,Never.,Never.,Every day or almost every day.,A lot less.,-2,30-60,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,Every day or almost every day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Once every few weeks.,Never.,A lot more.,0,0,0,Every week.,4,0,3,1,5,4,3,2,1,3,4,5,4,0,,,I have two cats and sometimes it helps to know that taking care of them means that I am getting out of bed in the morning. If I didn't have them I feel like my depression would just consume me.,,,,,,,,,117.59,,,,,,,,,,,,,,,,,164.94,,,,,,,,,,,,,,,,,,,,,,70.31,,,,,,,,,,127.88,,,,426.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09
74,05-Jan-21,7,en,1743823972,05-Jan-21,05-Jan-21,"No, I was NOT invited to do this survey by my parent or guardian (e.g., I found out about it on social media or through a digital ad at my college or university) OR I am over 18 and the HWDSB emailed me to ask me to participate.",,"YES, I agree to participate and I'm between the ages of 16 and 19 years.",,"YES, I am part of a CanTec-19 focus group",4,Yes,19,"YES, I go to school",ps2,,,,,,,,NB,0,1,1,1,1,0,,2,L8L,L8L,L8L,1,0,0,0,0,0,0,0,0,0,0,,NDP,,0,0,0,2,1,3,0,0,0,0,-1,2,0,0,-2,-1,-1,0,3,0,0,0,,3,2,3,4,1,1,4,3,2,,13,10,23,6,3,-3,2,2,3,3,2,2,4,18,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Later than noon,13,11,5,5,16,A little more.,1,Fewer than 15,0,Never.,Never.,Never.,A few times a week.,Once every few weeks.,About the same.,0,30-60,A lot more.,2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,A few times a week.,Once every few weeks.,About the same.,3,0,0,Most weeks.,1,0,0,0,2,5,1,0,0,0,0,5,0,0,,,"Not much has changed for myself since the lockdown has started, I usually keep my mind busy with things like work and school since those are really my two main sources of either socialising or going out for when I have work.",,,,,,,,,136.73,,,,,,,,,,,,,,,,,170.4,,,,,,,,,,,,,,,,,,,,,,70.15,,,,,,,,,,69,,,,347.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36
